Gazette Number,Date,Description,Link
2477/13,2026-02-23,"Land Acquisition - Wennawatta and Kiththampahuwa, kolonnawa D/S/D, Colombo District 
Pahala Athuraliya, Athuraliya D/S/D, Matara District",https://documents.gov.lk/view/egz/2026/2/2477-13_E.pdf
2477/14,2026-02-23,"Land Acquisition - Moragammena, Aranayaka D/S/D, Kegalle District
Dimbulamure, Wellawaya D/S/D, Moneragala District",https://documents.gov.lk/view/egz/2026/2/2477-14_E.pdf
2477/15,2026-02-23,Eravur Urban Council - Eravur Town declared as a Urban Council,https://documents.gov.lk/view/egz/2026/2/2477-15_E.pdf
2477/17,2026-02-23,Governor's Secretariat  - Sabaragamuwa Seventh Supplementary Financial Statement - 2025,https://documents.gov.lk/view/egz/2026/2/2477-17_E.pdf
2477/19,2026-02-23,"Land Title Settlement Dept - Dihipagoda, Udunuwara D/S/D, Kandy District (26/5514022)",https://documents.gov.lk/view/egz/2026/2/2477-19_E.pdf
2477/20,2026-02-23,"Land Title Settlement Dept - Siyambalapitiya, Galigamuwa D/S/D, Kegalle District ( 25/0454)",https://documents.gov.lk/view/egz/2026/2/2477-20_E.pdf
2476/45,2026-02-21,"Land Title Settlement Dept - Hunumulla, Divulapitiya D/S/D, Gampaha District (25/55078)",https://documents.gov.lk/view/egz/2026/2/2476-45_E.pdf
2476/41,2026-02-20,Election Commission - Filling of a Vacancy in the Office of Member of the Galenbindunuwewa P.S,https://documents.gov.lk/view/egz/2026/2/2476-41_E.pdf
2476/42,2026-02-20,Secretariat of the Governor - Eastern Province - Notice Amend the Schedule IO of Notice Published by the Governor of the Eastern Province,https://documents.gov.lk/view/egz/2026/2/2476-42_E.pdf
2476/44,2026-02-20,Civil Aviation Authority of Sri Lanka - Implementing Standards issued under the Civil Aviation Act No 14 of 2010,https://documents.gov.lk/view/egz/2026/2/2476-44_E.pdf
,2026-02-20,Ordinary Gazette,https://documents.gov.lk/view/gz/2026-02-20.html
2476/26,2026-02-19,"Land Title Settlement Dept  - Homagama , Homagama D/S/D, Colombo District (25/5514265)",https://documents.gov.lk/view/egz/2026/2/2476-26_E.pdf
2476/27,2026-02-19,"Land Title Settlement Dept- Kadawedduwa, Devinuwara D/S/D, Matara District (24/14-4-00023)",https://documents.gov.lk/view/egz/2026/2/2476-27_E.pdf
2476/28,2026-02-19,"Land Title settlement Dept - Karawdeniya, Ruwanwella D/S/D, Kegalle District ( 24/14-4-00046)",https://documents.gov.lk/view/egz/2026/2/2476-28_E.pdf
2476/29,2026-02-19,Land Title Settlement Dept,https://documents.gov.lk/view/egz/2026/2/2476-29_E.pdf
2476/30,2026-02-19,"Land Title Settlement Dept - Keerapane , Udapalatha D/S/D, Kandy District (25/0518)",https://documents.gov.lk/view/egz/2026/2/2476-30_E.pdf
2476/31,2026-02-19,Land Title Settlement Dept,https://documents.gov.lk/view/egz/2026/2/2476-31_E.pdf
2476/32,2026-02-19,"Land Title Settlement Dept- Pallegama, Pannala D/S/D, Kurunegala District (25/14-204-0228)",https://documents.gov.lk/view/egz/2026/2/2476-32_E.pdf
2476/33,2026-02-19,Department of Local Government - Sabaragamuwa Province - Elected to the Chairman to the Balangoda Urban Council,https://documents.gov.lk/view/egz/2026/2/2476-33_E.pdf
2476/34,2026-02-19,"Land Title Settlement Dept- Nelawa, Mallawapitiya D/S/D, Kurunegala District (25/14-204-00188)",https://documents.gov.lk/view/egz/2026/2/2476-34_E.pdf
2476/35,2026-02-19,"Land Title Settlement Dept- Samodagama, Hambantota D/S/D, Hambantota District (25/14-204-00353)",https://documents.gov.lk/view/egz/2026/2/2476-35_E.pdf
2476/36,2026-02-19,"Land Title Settlement Dept- Kariwila, Hambanthota D/S/D, Hambanthota District (25/14-204-00281)",https://documents.gov.lk/view/egz/2026/2/2476-36_E.pdf
2476/37,2026-02-19,"Land Title Settlement Dept- Boralukanda, Thambuttegama D/S/D, Anuradhapura District (25/14-204-00183)",https://documents.gov.lk/view/egz/2026/2/2476-37_E.pdf
2476/38,2026-02-19,"Land Title Settlement Dept - Gonakumbura , Pelmadulla D/S/D, Rathnapura District (25/14-204-00143)",https://documents.gov.lk/view/egz/2026/2/2476-38_E.pdf
2476/39,2026-02-19,"Land Title Settlement Dept --Mahasenpura , Thissamaharama D/S/D, Hambanthota District (25/14-204-00125)",https://documents.gov.lk/view/egz/2026/2/2476-39_E.pdf
2476/12,2026-02-18,"Land Title Settlement Dept - Mailagammana, Kurunegala D/S/D/, Kurunegala District ( 7922)",https://documents.gov.lk/view/egz/2026/2/2476-12_E.pdf
2476/13,2026-02-18,"Land Title Settlement Dept - Waharakgoda North, Beliatta D/S/D, Hambantota District (7923)",https://documents.gov.lk/view/egz/2026/2/2476-13_E.pdf
2476/14,2026-02-18,"Land Title Settlement Dept - Kolinjadiya, Wennappuwa D/S/D, Puttalama District (7928)",https://documents.gov.lk/view/egz/2026/2/2476-14_E.pdf
2476/16,2026-02-18,"Land Title Settlement Dept - Igala Thalawa, Elpitiya D/S/D, Galle District",https://documents.gov.lk/view/egz/2026/2/2476-16_E.pdf
2476/17,2026-02-18,"Land Title Settlement Dept - Ihala Makandura, Pannala D/S/D, Kurunegala District (25/5514270)",https://documents.gov.lk/view/egz/2026/2/2476-17_E.pdf
2476/18,2026-02-18,"Ministry of Education, Higher Education and Vocational Education - Competitive Examination for Recruitment of Graduates to the Sri Lanka Teachers' Service",https://documents.gov.lk/view/egz/2026/2/2476-18_E.pdf
2476/19,2026-02-18,Election Commission - Filling of a vacancy in the office of member of the Akurana Pradeshiya Sabha.,https://documents.gov.lk/view/egz/2026/2/2476-19_E.pdf
2476/20,2026-02-18,Election Commission - Filling of a Vacancy in the Office of Member of the Kotapola P.S,https://documents.gov.lk/view/egz/2026/2/2476-20_E.pdf
2476/21,2026-02-18,Election Commission - Filling of a Vacancy in the Office of Member of the Deraniyagala P.S,https://documents.gov.lk/view/egz/2026/2/2476-21_E.pdf
2476/22,2026-02-18,Election Commission - Filling of a Vacancy in the Office of Member of the Warakapola P.S,https://documents.gov.lk/view/egz/2026/2/2476-22_E.pdf
2476/23,2026-02-18,Election Commission - Filling of a Vacancy in the Office of Member of the Hakmana P.S,https://documents.gov.lk/view/egz/2026/2/2476-23_E.pdf
2476/24,2026-02-18,Department of Local Government - Southern Province - Elected to the Chairman of Weligama P.S,https://documents.gov.lk/view/egz/2026/2/2476-24_E.pdf
2476/25,2026-02-18,Office of the Public Service Commission - Service Minute of the Sri Lanka Planning Service 8th Amendment,https://documents.gov.lk/view/egz/2026/2/2476-25_E.pdf
2476/07,2026-02-17,Election Commission - Filling of a Vacancy in the Office of Member of the Mannar Urban Council,https://documents.gov.lk/view/egz/2026/2/2476-07_E.pdf
2476/08,2026-02-17,"District Secretariat - Kalutara - The Season of Lent and Holy Week at Calvari Shrine, Maggona in the Catholic Diocese of Kalutara",https://documents.gov.lk/view/egz/2026/2/2476-08_E.pdf
2476/09,2026-02-17,Ministry of Education - Degree Awarding Institute order Nagananda International Institute for Buddhist Studies (Pvt) Ltd,https://documents.gov.lk/view/egz/2026/2/2476-09_E.pdf
2476/11,2026-02-17,"Land Aquation - Kurundawatta, Harispattuwa D/S/D",https://documents.gov.lk/view/egz/2026/2/2476-11_E.pdf
2476/01,2026-02-16,Sri Lanka Customs - Rates of Exchange with effect from 16.02.2026 to 22.02.2026,https://documents.gov.lk/view/egz/2026/2/2476-01_E.pdf
2476/02,2026-02-16,"Land Acquisition - Mangoda, Medadumbara D/S/D, Kandy District 
Kudapana, Mulatiyana D/S/D, Matara District",https://documents.gov.lk/view/egz/2026/2/2476-02_E.pdf
2476/03,2026-02-16,"Land Acquisition - Baddegama, Panwila D/S/D, Kandy District 
Meemure, Udadumbara D/S/D, Kandy District",https://documents.gov.lk/view/egz/2026/2/2476-03_E.pdf
2476/04,2026-02-16,"Land Acquisition - Yodagama, Rambukkana D/S/D, Kegalle District 
Namadagala, Medadumbara D/S/D, Kandy District",https://documents.gov.lk/view/egz/2026/2/2476-04_E.pdf
2476/06,2026-02-16,"Land Aquation - Dipbedda, Panadura D/S/D, Kalutara District
Hunukumbura , Bamunukotuwa D/S/D, Kurunegala District
Muruthenge, Kuliyapitiya Easr D/S/D, Kurunegala District",https://documents.gov.lk/view/egz/2026/2/2476-06_E.pdf
2475/36,2026-02-14,"Land Title Settlement Dept - Lelwala,Neluwa D/S/D, Galle District ( 25/14-204-00347)",https://documents.gov.lk/view/egz/2026/2/2475-36_E.pdf
2475/37,2026-02-14,"Land Title Settlement Dept - Thumbawila, Kesbewa D/S/D, Colombo District (7926)",https://documents.gov.lk/view/egz/2026/2/2475-37_E.pdf
2475/38,2026-02-14,"Land Title Settlement Dept - Mallawapitiya, Mallawapitiya D/S/D, Kurunegala District ( 25/55090)",https://documents.gov.lk/view/egz/2026/2/2475-38_E.pdf
2475/39,2026-02-14,"Land Title Settlement Dept - Pothupitiya, Kalutara D/S/D, Kaluthara District ( 26/5514002)",https://documents.gov.lk/view/egz/2026/2/2475-39_E.pdf
2475/41,2026-02-14,"Land Title Settlement Dept - Debarawewa, Thissamaharamaya D/S/D, Hambanthota District ( 25/55087)",https://documents.gov.lk/view/egz/2026/2/2475-41_E.pdf
2475/43,2026-02-14,"Land Tittle settlement Dept -Pellapitiya, GangaIhalakorale D/S/D, Kandy District ( 25/1200011)",https://documents.gov.lk/view/egz/2026/2/2475-43_E.pdf
2475/44,2026-02-14,"Land Title Settlement Dept- Waduwagama, Polpitigama D/S/D, Kurunegala District (26/120005)",https://documents.gov.lk/view/egz/2026/2/2475-44_E.pdf
2475/45,2026-02-14,"Land Title Settlement Dept - Pulathisigama , Hingurakgoda D/S/D, Polonnaruwa District (26/120003)",https://documents.gov.lk/view/egz/2026/2/2475-45_E.pdf
2475/46,2026-02-14,"Land Title Settlement Dept - Sadamalgama, Rambewa D/S/D, Anuradhapura District (26/120001)",https://documents.gov.lk/view/egz/2026/2/2475-46_E.pdf
2475/47,2026-02-14,"Land Title Settlement Dept - Shrawasthipura , Nachchaduwa D/S/D, Anuradhapura District ( 26/1200019)",https://documents.gov.lk/view/egz/2026/2/2475-47_E.pdf
2475/28,2026-02-13,"Legal Affairs Department - The Colombo Port City Economic  Commission Act, No.11 of 2021 - Regulations.",https://documents.gov.lk/view/egz/2026/2/2475-28_E.pdf
2475/29,2026-02-13,"Land Title Settlement Dept - Gampolawela, Ganga Ihala Korale D/S/D, Kandy District (25/0519)",https://documents.gov.lk/view/egz/2026/2/2475-29_E.pdf
2475/31,2026-02-13,"Land Title Settlement Dept - Hiththatiya, Matara, D/S/D, Matara District (25/0525)",https://documents.gov.lk/view/egz/2026/2/2475-31_E.pdf
2475/32,2026-02-13,Ministry of Labour - Industrial Dispute between Housing Development Finance Corporation Bank and The Ceylon Bank Employees' Union,https://documents.gov.lk/view/egz/2026/2/2475-32_E.pdf
2475/33,2026-02-13,"Land Acquisition - Arali Center J/161, Valikumam West, Chankanai, Jaffna District
Amendment , Walikaman South West D/S",https://documents.gov.lk/view/egz/2026/2/2475-33_E.pdf
2475/34,2026-02-13,Governor's Secretariat - Northern Province Regarding Conducting an inquiry in chavarakachcheri Urban Council,https://documents.gov.lk/view/egz/2026/2/2475-34_E.pdf
2475/35,2026-02-13,"Land Acquisition - Samagipura, Elahera D/S/D, Polonnaruwa District",https://documents.gov.lk/view/egz/2026/2/2475-35_E.pdf
,2026-02-13,Ordinary Gazette,https://documents.gov.lk/view/gz/2026-02-13.html
2475/27,2026-02-12,Election commission - Filling of a Vacancy in the Office of Member of the Valikamam North Pradeshiya Sabha,https://documents.gov.lk/view/egz/2026/2/2475-27_E.pdf
2475/12,2026-02-11,"Land Title Settlement Dept - Gangodavila, Jayawardanapura , Kotte D/S/D, Colombo District ( 25/0366)",https://documents.gov.lk/view/egz/2026/2/2475-12_E.pdf
2475/13,2026-02-11,"Land Title Settlement Dept - Ranawana, Harispattuwa D/S/D, Kandy District ( 25/0443)",https://documents.gov.lk/view/egz/2026/2/2475-13_E.pdf
2475/14,2026-02-11,"Land Title Settlement Dept - Gangodawila, Sri Jayawardanepura Kotte D/S/D, Colombo District ( 25/0493)",https://documents.gov.lk/view/egz/2026/2/2475-14_E.pdf
2475/15,2026-02-11,"Land Title Settlement Dept - Polwaththa, Maharagama D/S/D, Colombo District ( 25/14-204-0160)",https://documents.gov.lk/view/egz/2026/2/2475-15_E.pdf
2475/16,2026-02-11,Presidential Secretariat - Appointed Mrs. L. Samudika Iroshani Jayarathne as the Auditor General with effect from 05.02.2026,https://documents.gov.lk/view/egz/2026/2/2475-16_E.pdf
2475/17,2026-02-11,"Land Title Settlement Dept -Weniwelkola, Homagama D/S/D, Colombo District  ( 25/14-204-00581)",https://documents.gov.lk/view/egz/2026/2/2475-17_E.pdf
2475/18,2026-02-11,"Land Title Settlement Dept - Lelwala, Neluwa D/S/D, Galle District ( 24/14-4-00051)",https://documents.gov.lk/view/egz/2026/2/2475-18_E.pdf
2475/19,2026-02-11,"Land Title Settlement Dept - Karawudeniya, Ruwanwella D/S/D, Kegalle District ( 24/14-4-00009)",https://documents.gov.lk/view/egz/2026/2/2475-19_E.pdf
2475/20,2026-02-11,"Land Title Settlement Dept - Pathberiya, Kuruvita D/S/D, Rathnapura District (25/14-204-00145)",https://documents.gov.lk/view/egz/2026/2/2475-20_E.pdf
2475/21,2026-02-11,"Land Title Settlement - Thimbirigaskatuwa, Katana D/S/D, Gampaha District ( 25/14-204-00043)",https://documents.gov.lk/view/egz/2026/2/2475-21_E.pdf
2475/22,2026-02-11,"Land Title Settlement Dept - Piyadigama, Galle FourGravets D/S/D, Galle District ( 25/14-204-00055)",https://documents.gov.lk/view/egz/2026/2/2475-22_E.pdf
2475/23,2026-02-11,"Land Title settlement Dept - Beligalla, Mahiyanganaya D/S/D, Badulla District ( 25/14-204-00189)",https://documents.gov.lk/view/egz/2026/2/2475-23_E.pdf
2475/24,2026-02-11,"Land Acquisition - Nawahenegedara, Weerambugedara D/S/D/, Kurunegala District",https://documents.gov.lk/view/egz/2026/2/2475-24_E.pdf
2475/25,2026-02-11,"Land Acquisition - Divisional Secretarial , Mannar Town",https://documents.gov.lk/view/egz/2026/2/2475-25_E.pdf
2475/06,2026-02-10,National Physical Planning Department -  The Town and Country Planning Ordinance ( Chapter 269),https://documents.gov.lk/view/egz/2026/2/2475-06_E.pdf
2475/07,2026-02-10,"Land Acquisition - Mahapathana, Panwila D/S/D, Kandy District 
Delft East, Delft D/S/D, Jaffna District",https://documents.gov.lk/view/egz/2026/2/2475-07_E.pdf
2475/08,2026-02-10,"Land Acquisition - Kulugammana, Harispattuwa D/S/D, Kandy District 
Amendment , Attanagalla D/S/D, Amendment , Thalagedara , Maho D/S/D,",https://documents.gov.lk/view/egz/2026/2/2475-08_E.pdf
2475/09,2026-02-10,Ministry of Education - Degree Awarding Institute Order Asia Pacific Institute of Information Technology Lanka (Pvt) Limited,https://documents.gov.lk/view/egz/2026/2/2475-09_E.pdf
2475/11,2026-02-10,Presidential Secretariat - The Public Security Ordinance (Chapter 40). Notice under Section 2(7).,https://documents.gov.lk/view/egz/2026/2/2475-11_E.pdf
2475/01,2026-02-09,Sri Lanka Customs - Rates of Exchange with effect from,https://documents.gov.lk/view/egz/2026/2/2475-01_E.pdf
2475/03,2026-02-09,Ministry of Labour - Industrial Dispute between Y. Jayaratne and Elpitiya Plantattaions PLC,https://documents.gov.lk/view/egz/2026/2/2475-03_E.pdf
2475/04,2026-02-09,"Land Acquisition - Thennahena, Bulathsinhala, Kalutara  District",https://documents.gov.lk/view/egz/2026/2/2475-04_E.pdf
2475/05,2026-02-09,Election Commission,https://documents.gov.lk/view/egz/2026/2/2475-05_E.pdf
2474/66,2026-02-08,Department of Fiscal Policy - The Strategic Development Project ACT No. 14 of 2008,https://documents.gov.lk/view/egz/2026/2/2474-66_E.pdf
2474/59,2026-02-07,Ministry of Labour - Industrial Dispute between 1). Employees Including Mrs.D.M.P.M Alwis and National Insurance Trust Found 2)M.K Abeynayake and Mahaweli Authority of Sri Lanka 3)K.B.N Priyantha and Mahaweli Authority of Sri Lanka,https://documents.gov.lk/view/egz/2026/2/2474-59_E.pdf
2474/60,2026-02-07,"Land Title settlement Dept - Rawathawatta, Moratuwa D/S/D, Colombo District (25/55095)",https://documents.gov.lk/view/egz/2026/2/2474-60_E.pdf
2474/61,2026-02-07,"Land Title Settlement Dept - Magammana, Homagama D/S/D, Colombo District (25/5514287)",https://documents.gov.lk/view/egz/2026/2/2474-61_E.pdf
2474/62,2026-02-07,"Land Title Settlement Dept - Balangoda, Balangoda D/S/D, Rathnapura District (26/5514005)",https://documents.gov.lk/view/egz/2026/2/2474-62_E.pdf
2474/63,2026-02-07,"Land Title Settlement Dept - Rambawewa, Wariyapola D/S/D, Kurunegala District (25/5514273)",https://documents.gov.lk/view/egz/2026/2/2474-63_E.pdf
2474/64,2026-02-07,"Land Title Settlement Dept -  Attidiya North, Rathmalana D/S/D, Colombo District",https://documents.gov.lk/view/egz/2026/2/2474-64_E.pdf
2474/65,2026-02-07,Ministry of Youth Affairs and Sports - Regulations Made by the Minister of Youth Affairs and Sports under Sections 32 and 33 of Sports Law No. 25 of 1973 as Amended,https://documents.gov.lk/view/egz/2026/2/2474-65_E.pdf
2476/10,2026-02-07,"Land Acquisition - Pungudutivu, Island South , Velanai D/S/D, Jaffna District",https://documents.gov.lk/view/egz/2026/2/2476-10_E.pdf
2474/44,2026-02-06,Ministry Of Defence - Videsha Seva Padakkama,https://documents.gov.lk/view/egz/2026/2/2474-44_E.pdf
2474/45,2026-02-06,Ministry of Defence - Award of Sri Lanka Armed Services Long Service Medal,https://documents.gov.lk/view/egz/2026/2/2474-45_E.pdf
2474/46,2026-02-06,Ministry of Defence - Videsha Seva Padakkama,https://documents.gov.lk/view/egz/2026/2/2474-46_E.pdf
2474/47,2026-02-06,"Land Acquisition - Hunupitiya, Kelaniya D/S/D, Gampaha District (Section 05)",https://documents.gov.lk/view/egz/2026/2/2474-47_E.pdf
2474/48,2026-02-06,Election Commission - Elected to the 03 Members of Nochchiyagama Pradeshuya Sabha,https://documents.gov.lk/view/egz/2026/2/2474-48_E.pdf
2474/49,2026-02-06,Governor's Office - Western Province - Appointing under Section 32 (1) of the western Provincial Council Act No . 42 of 1987.,https://documents.gov.lk/view/egz/2026/2/2474-49_E.pdf
2474/50,2026-02-06,Department of Labour Special Allowance Payable to Workers in the Cocoa Cardamom and Pepper Growing and Manufacturing Trade,https://documents.gov.lk/view/egz/2026/2/2474-50_E.pdf
2474/51,2026-02-06,"Land Title Settlement Dept - Pathisarabewa, Thirappane D/S/D, Anuradhapura District (25/1200167)",https://documents.gov.lk/view/egz/2026/2/2474-51_E.pdf
2474/52,2026-02-06,"Land Title settlement Dept - Medawachchiya, Medawachchiya D/S/D , Anuradhapura District (25/1200168)",https://documents.gov.lk/view/egz/2026/2/2474-52_E.pdf
2474/53,2026-02-06,"Land Title Settlement Dept -Pussella, Rideegama D/S/D, Kurunegala District (25/55092)",https://documents.gov.lk/view/egz/2026/2/2474-53_E.pdf
2474/54,2026-02-06,"Land Title settlement Dept - Molpe, Moratuwa D/S/D, Colombo District (25/55088)",https://documents.gov.lk/view/egz/2026/2/2474-54_E.pdf
2474/55,2026-02-06,"Land Title Settlement Dept - Anuradhapura town, Nenupa D/S/D, Anuradhapura District (25/55144281)",https://documents.gov.lk/view/egz/2026/2/2474-55_E.pdf
